I: Retrieving Release 
I: Retrieving Release.gpg 
I: Unpacking libbsd0:i386...
I: Unpacking libcap2-bin...
I: Unpacking libdevmapper1.02.1:i386...
I: Unpacking libestr0...
I: Unpacking libexpat1:i386...
I: Unpacking libffi6:i386...
I: Unpacking libfribidi0:i386...
I: Unpacking libgcrypt11:i386...
I: Unpacking libgdbm3:i386...
I: Unpacking libgnutls-openssl27:i386...
I: Unpacking libgnutls26:i386...
I: Unpacking libgpg-error0:i386...
I: Unpacking liblocale-gettext-perl...
I: Unpacking liblockfile-bin...
I: Unpacking liblockfile1:i386...
I: Unpacking liblog-message-simple-perl...
I: Unpacking libmagic1:i386...
I: Unpacking libmodule-pluggable-perl...
I: Unpacking libmpdec2:i386...
I: Unpacking libnewt0.52:i386...
I: Unpacking libp11-kit0:i386...
I: Unpacking libpam-cap:i386...
I: Unpacking libpod-latex-perl...
I: Unpacking libpopt0:i386...
I: Unpacking libpython3-stdlib:i386...
I: Unpacking libpython3.4-minimal:i386...
I: Unpacking libpython3.4-stdlib:i386...
I: Unpacking libreadline6:i386...
I: Unpacking libsqlite3-0:i386...
I: Unpacking libssl1.0.0:i386...
I: Unpacking libstdc++6:i386...
I: Unpacking libtasn1-6:i386...
I: Unpacking libterm-ui-perl...
I: Unpacking libtext-charwidth-perl...
I: Unpacking libtext-iconv-perl...
I: Unpacking libtext-soundex-perl...
I: Unpacking libtext-wrapi18n-perl...
I: Unpacking libusb-0.1-4:i386...
I: Unpacking lockfile-progs...
I: Unpacking logrotate...
I: Unpacking lsb-release...
I: Unpacking mime-support...
I: Unpacking net-tools...
I: Unpacking netbase...
I: Unpacking netcat-openbsd...
I: Unpacking ntpdate...
I: Unpacking perl...
I: Unpacking perl-modules...
I: Unpacking python3...
I: Unpacking python3-minimal...
I: Unpacking python3.4...
I: Unpacking python3.4-minimal...
I: Unpacking readline-common...
I: Unpacking resolvconf...
I: Unpacking rsyslog...
I: Unpacking sudo...
I: Unpacking ubuntu-keyring...
I: Unpacking ubuntu-minimal...
I: Unpacking ucf...
I: Unpacking ureadahead...
I: Unpacking vim-common...
I: Unpacking vim-tiny...
I: Unpacking whiptail...
I: Unpacking xkb-data...
I: Configuring the base system...
I: Configuring libpam-cap:i386...
I: Configuring sudo...
I: Configuring gpgv...
I: Configuring libssl1.0.0:i386...
I: Configuring libffi6:i386...
I: Configuring libgdbm3:i386...
I: Configuring libmpdec2:i386...
I: Configuring isc-dhcp-common...
I: Configuring libtasn1-6:i386...
I: Configuring libpython3.4-minimal:i386...
I: Configuring libpopt0:i386...
I: Configuring libusb-0.1-4:i386...
I: Configuring libgpg-error0:i386...
I: Configuring ucf...
I: Configuring bzip2...
I: Configuring vim-common...
I: Configuring libestr0...
I: Configuring netbase...
I: Configuring libmagic1:i386...
I: Configuring resolvconf...
I: Configuring file...
I: Configuring libcap2-bin...
I: Configuring libfribidi0:i386...
I: Configuring libsqlite3-0:i386...
I: Configuring libtext-iconv-perl...
I: Configuring libexpat1:i386...
I: Configuring liblockfile-bin...
I: Configuring libnewt0.52:i386...
I: Configuring net-tools...
I: Configuring gcc-4.8-base:i386...
I: Configuring ureadahead...
I: Configuring xkb-data...
I: Configuring libbsd0:i386...
I: Configuring liblocale-gettext-perl...
I: Configuring ubuntu-keyring...
I: Configuring mime-support...
I: Configuring cron...
I: Configuring ntpdate...
I: Configuring libstdc++6:i386...
I: Configuring isc-dhcp-client...
I: Configuring vim-tiny...
I: Configuring less...
I: Configuring libtext-charwidth-perl...
I: Configuring readline-common...
I: Configuring liblockfile1:i386...
I: Configuring libtext-wrapi18n-perl...
I: Configuring libgcrypt11:i386...
I: Configuring whiptail...
I: Configuring libapt-pkg4.12:i386...
I: Configuring netcat-openbsd...
I: Configuring libapt-inst1.5:i386...
I: Configuring libreadline6:i386...
I: Configuring python3.4-minimal...
I: Configuring lockfile-progs...
I: Configuring gnupg...
I: Configuring debconf-i18n...
I: Configuring keyboard-configuration...
I: Configuring libgnutls26:i386...
I: Configuring libpython3.4-stdlib:i386...
I: Configuring apt-utils...
I: Configuring libpython3-stdlib:i386...
I: Configuring apt...
I: Configuring python3.4...
I: Configuring libgnutls-openssl27:i386...
I: Configuring iputils-ping...
I: Configuring ureadahead...
I: Configuring logrotate...
I: Configuring dmsetup...
I: Configuring dh-python...
I: Configuring python3...
I: Configuring perl-modules...
I: Configuring lsb-release...
I: Configuring console-setup...
I: Configuring eject...
I: Configuring perl...
I: Configuring libpod-latex-perl...
I: Configuring init-system-helpers...
I: Configuring liblog-message-simple-perl...
I: Configuring libtext-soundex-perl...
I: Configuring libarchive-extract-perl...
I: Configuring libterm-ui-perl...
I: Configuring libmodule-pluggable-perl...
I: Configuring rsyslog...
I: Configuring kbd...
I: Configuring ubuntu-minimal...
I: Configuring libc-bin...
I: Configuring initramfs-tools...
I: Base system installed successfully.
Generating locales...
  de_CH.UTF-8... done
Generation complete.
»Umleitung von /sbin/start-stop-daemon zu /sbin/start-stop-daemon.real durch ltsp-client« wird hinzugefügt
update-alternatives: /usr/sbin/policy-rc.d.ltsp wird verwendet, um /usr/sbin/policy-rc.d (policy-rc.d) im Auto-Modus bereitzustellen
»Umleitung von /etc/mtab zu /etc/mtab.real durch ltsp-client« wird hinzugefügt
»./ltsp/kiosk/etc/apt/sources.list“ -> »./ltsp/kiosk/etc/apt/sources.list.old“
Ign http://archive.ubuntu.com trusty InRelease
Ign http://archive.ubuntu.com trusty-updates InRelease
OK   http://archive.ubuntu.com trusty Release.gpg
Holen: 1 http://archive.ubuntu.com trusty-updates Release.gpg [933 B]
OK   http://archive.ubuntu.com trusty Release
Holen: 2 http://archive.ubuntu.com trusty-updates Release [63.5 kB]
Ign http://security.ubuntu.com trusty-security InRelease
Holen: 3 http://security.ubuntu.com trusty-security Release.gpg [933 B]
OK   http://archive.ubuntu.com trusty/main i386 Packages
Holen: 4 http://archive.ubuntu.com trusty/restricted i386 Packages [13.4 kB]
Holen: 5 http://security.ubuntu.com trusty-security Release [63.5 kB]
Holen: 6 http://archive.ubuntu.com trusty/universe i386 Packages [5'866 kB]
Holen: 7 http://security.ubuntu.com trusty-security/main i386 Packages [295 kB]
Holen: 8 http://security.ubuntu.com trusty-security/restricted i386 Packages [8'846 B]
Holen: 9 http://security.ubuntu.com trusty-security/universe i386 Packages [111 kB]
Holen: 10 http://security.ubuntu.com trusty-security/multiverse i386 Packages [3'846 B]
Holen: 11 http://security.ubuntu.com trusty-security/main Translation-en [164 kB]
Holen: 12 http://security.ubuntu.com trusty-security/multiverse Translation-en [1'679 B]
Holen: 13 http://security.ubuntu.com trusty-security/restricted Translation-en [2'266 B]
Holen: 14 http://security.ubuntu.com trusty-security/universe Translation-en [64.0 kB]
Holen: 15 http://archive.ubuntu.com trusty/multiverse i386 Packages [134 kB]
Holen: 16 http://archive.ubuntu.com trusty/main Translation-de [672 kB]
Holen: 17 http://archive.ubuntu.com trusty/main Translation-en [762 kB]
Holen: 18 http://archive.ubuntu.com trusty/multiverse Translation-de [107 kB]
Holen: 19 http://archive.ubuntu.com trusty/multiverse Translation-en [102 kB]
Holen: 20 http://archive.ubuntu.com trusty/restricted Translation-de [3'696 B]
Holen: 21 http://archive.ubuntu.com trusty/restricted Translation-en [3'457 B]
Holen: 22 http://archive.ubuntu.com trusty/universe Translation-de [2'219 kB]
Holen: 23 http://archive.ubuntu.com trusty/universe Translation-en [4'089 kB]
Holen: 24 http://archive.ubuntu.com trusty-updates/main i386 Packages [555 kB]
Holen: 25 http://archive.ubuntu.com trusty-updates/restricted i386 Packages [11.8 kB]
Holen: 26 http://archive.ubuntu.com trusty-updates/universe i386 Packages [296 kB]
Holen: 27 http://archive.ubuntu.com trusty-updates/multiverse i386 Packages [12.1 kB]
Holen: 28 http://archive.ubuntu.com trusty-updates/main Translation-en [274 kB]
Holen: 29 http://archive.ubuntu.com trusty-updates/multiverse Translation-en [6'148 B]
Holen: 30 http://archive.ubuntu.com trusty-updates/restricted Translation-en [2'774 B]
Holen: 31 http://archive.ubuntu.com trusty-updates/universe Translation-en [156 kB]
Ign http://archive.ubuntu.com trusty/main Translation-de_CH
Ign http://archive.ubuntu.com trusty/multiverse Translation-de_CH
Ign http://archive.ubuntu.com trusty/restricted Translation-de_CH
Ign http://archive.ubuntu.com trusty/universe Translation-de_CH
Es wurden 16.1 MB in 2 min 9 s geholt (124 kB/s).
Paketlisten werden gelesen...
Paketlisten werden gelesen...
Abhängigkeitsbaum wird aufgebaut....
Die folgenden zusätzlichen Pakete werden installiert:
  acl alsa-base alsa-utils bind9-host busybox-static ca-certificates cpp
  cpp-4.8 cups-bsd cups-client cups-common dbus dmz-cursor-theme dnsutils
  fontconfig fontconfig-config fonts-dejavu-core fonts-freefont-ttf
  fonts-kacst fonts-kacst-one fonts-khmeros-core fonts-lao fonts-liberation
  fonts-nanum fonts-takao-pgothic fonts-thai-tlwg fonts-tlwg-garuda
  fonts-tlwg-kinnari fonts-tlwg-loma fonts-tlwg-mono fonts-tlwg-norasi
  fonts-tlwg-purisa fonts-tlwg-sawasdee fonts-tlwg-typewriter
  fonts-tlwg-typist fonts-tlwg-typo fonts-tlwg-umpush fonts-tlwg-waree
  fonts-wqy-microhei freerdp-x11 fuse gcc-4.8-base geoip-database gettext-base
  gstreamer0.10-pulseaudio gtk2-engines hicolor-icon-theme inputattach iproute
  iso-codes krb5-locales language-pack-en language-pack-en-base ldm
  libapparmor1 libasn1-8-heimdal libasound2 libasound2-data libasound2-plugins
  libasprintf0c2 libasyncns0 libatk1.0-0 libatk1.0-data libavahi-client3
  libavahi-common-data libavahi-common3 libbind9-90 libcairo2 libcloog-isl4
  libcrypt-passwdmd5-perl libcups2 libcupsfilters1 libcupsimage2 libdatrie1
  libdns100 libdrm-intel1 libdrm-nouveau2 libdrm-radeon1 libedit2 libegl1-mesa
  libegl1-mesa-drivers libelf1 libexif12 libfftw3-single3
  libfile-copy-recursive-perl libflac8 libfontconfig1 libfontenc1
  libfreerdp-plugins-standard libfreerdp1 libfreetype6 libfs6 libfuse2 libgbm1
  libgd3 libgdk-pixbuf2.0-0 libgdk-pixbuf2.0-common libgeoip1 libgl1-mesa-dri
  libgl1-mesa-glx libglamor0 libglapi-mesa libglib2.0-0 libglib2.0-data
  libglu1-mesa libgmp10 libgomp1 libgphoto2-6 libgphoto2-l10n
  libgphoto2-port10 libgraphite2-3 libgssapi-krb5-2 libgssapi3-heimdal
  libgstreamer-plugins-base0.10-0 libgstreamer0.10-0 libgtk2.0-0 libgtk2.0-bin
  libgtk2.0-common libharfbuzz0b libhcrypto4-heimdal libheimbase1-heimdal
  libheimntlm0-heimdal libhx509-5-heimdal libice6 libidn11 libieee1284-3
  libisc95 libisccc90 libisccfg90 libisl10 libjack-jackd2-0 libjasper1
  libjbig0 libjpeg-turbo8 libjpeg8 libk5crypto3 libkeyutils1
  libkrb5-26-heimdal libkrb5-3 libkrb5support0 libldap-2.4-2 libldb1
  libllvm3.4 libltdl7 liblwres90 libmpc3 libmpfr4 libmtdev1 libntdb1 libogg0
  libopenvg1-mesa liborc-0.4-0 libpam-systemd libpango-1.0-0
  libpangocairo-1.0-0 libpangoft2-1.0-0 libpci3 libpciaccess0 libpixman-1-0
  libplymouth2 libpolkit-agent-1-0 libpolkit-backend-1-0 libpolkit-gobject-1-0
  libpulse0 libpulsedsp libpython-stdlib libpython2.7 libpython2.7-minimal
  libpython2.7-stdlib libroken18-heimdal libsamplerate0 libsane libsane-common
  libsasl2-2 libsasl2-modules libsasl2-modules-db libsm6 libsmbclient
  libsndfile1 libspeexdsp1 libstdc++6 libsystemd-daemon0 libsystemd-login0
  libtalloc2 libtdb1 libtevent0 libthai-data libthai0 libtiff5
  libtxc-dxtn-s2tc0 libusb-1.0-0 libutempter0 libv4l-0 libv4lconvert0
  libvorbis0a libvorbisenc2 libvpx1 libwayland-client0 libwayland-egl1-mesa
  libwayland-server0 libwbclient0 libwind0-heimdal libwrap0 libx11-6
  libx11-data libx11-xcb1 libxatracker2 libxau6 libxaw7 libxcb-dri2-0
  libxcb-dri3-0 libxcb-glx0 libxcb-present0 libxcb-render0 libxcb-shape0
  libxcb-shm0 libxcb-sync1 libxcb-util0 libxcb-xfixes0 libxcb1 libxcomposite1
  libxcursor1 libxdamage1 libxdmcp6 libxext6 libxfixes3 libxfont1 libxft2
  libxi6 libxinerama1 libxkbfile1 libxml2 libxmu6 libxmuu1 libxpm4 libxrandr2
  libxrender1 libxshmfence1 libxt6 libxtst6 libxv1 libxvmc1 libxxf86dga1
  libxxf86vm1 linux-sound-base lsof ltsp-client-core ltspfsd ltspfsd-core
  mtools nbd-client numlockx openssh-client openssl pciutils plymouth
  plymouth-label plymouth-theme-ubuntu-logo plymouth-theme-ubuntu-text
  policykit-1 pulseaudio pulseaudio-module-x11 pulseaudio-utils python
  python-crypto python-ldb python-minimal python-ntdb python-samba
  python-serial python-talloc python-tdb python2.7 python2.7-minimal rtkit
  samba-common samba-common-bin samba-libs sane-utils sgml-base
  shared-mime-info smbclient sshfs syslinux syslinux-common systemd-services
  systemd-shim tcpd tftp-hpa ttf-indic-fonts-core ttf-punjabi-fonts
  ttf-ubuntu-font-family ttf-wqy-microhei udhcpc update-inetd usbutils wget
  x11-apps x11-common x11-session-utils x11-utils x11-xfs-utils x11-xkb-utils
  x11-xserver-utils xauth xbitmaps xfonts-base xfonts-encodings
  xfonts-scalable xfonts-utils xinit xinput xml-core xorg xorg-docs-core
  xserver-common xserver-xorg xserver-xorg-core xserver-xorg-input-all
  xserver-xorg-input-evdev xserver-xorg-input-mouse
  xserver-xorg-input-synaptics xserver-xorg-input-vmmouse
  xserver-xorg-input-wacom xserver-xorg-video-all xserver-xorg-video-ati
  xserver-xorg-video-cirrus xserver-xorg-video-fbdev
  xserver-xorg-video-glamoregl xserver-xorg-video-intel
  xserver-xorg-video-mach64 xserver-xorg-video-mga
  xserver-xorg-video-modesetting xserver-xorg-video-neomagic
  xserver-xorg-video-nouveau xserver-xorg-video-openchrome
  xserver-xorg-video-qxl xserver-xorg-video-r128 xserver-xorg-video-radeon
  xserver-xorg-video-s3 xserver-xorg-video-savage
  xserver-xorg-video-siliconmotion xserver-xorg-video-sis
  xserver-xorg-video-sisusb xserver-xorg-video-tdfx xserver-xorg-video-trident
  xserver-xorg-video-vesa xserver-xorg-video-vmware xterm
Vorgeschlagene Pakete:
  apmd alsa-oss oss-compat cpp-doc gcc-4.8-locales cups xpp dbus-x11 rblcheck
  isoquery libfftw3-bin libfftw3-dev libgd-tools geoip-bin libglide3 gphoto2
  gtkam krb5-doc krb5-user libvisual-0.4-plugins gstreamer-codec-install
  gnome-codec-install gstreamer0.10-tools gstreamer0.10-plugins-base
  librsvg2-common gvfs jackd2 libjasper-runtime ttf-baekmuk
  ttf-arphic-gbsn00lp ttf-arphic-bsmi00lp ttf-arphic-gkai00mp
  ttf-arphic-bkai00mp avahi-daemon hplip hpoj libsane-extras
  libsasl2-modules-otp libsasl2-modules-ldap libsasl2-modules-sql
  libsasl2-modules-gssapi-mit libsasl2-modules-gssapi-heimdal zram-config
  cryptsetup sdm-terminal x-display-manager floppyd ssh-askpass libpam-ssh
  keychain monkeysphere pavumeter paman pavucontrol paprefs
  pulseaudio-module-raop pulseaudio-esound-compat python-doc python-tk
  python-crypto-dbg python-crypto-doc python-wxgtk2.8 python-wxgtk
  python2.7-doc binutils binfmt-support heimdal-clients unpaper sgml-base-doc
  cifs-utils dosfstools os-prober cgmanager pm-utils mesa-utils nickle
  cairo-5c xfs xserver debhelper xorg-docs xfonts-100dpi xfonts-75dpi
  gpointing-device-settings touchfreeze firmware-linux linux-firmware
  xfonts-cyrillic
Die folgenden NEUEN Pakete werden installiert:
  acl alsa-base alsa-utils bind9-host busybox-static ca-certificates cpp
  cpp-4.8 cups-bsd cups-client cups-common dbus dmz-cursor-theme dnsutils
  fontconfig fontconfig-config fonts-dejavu-core fonts-freefont-ttf
  fonts-kacst fonts-kacst-one fonts-khmeros-core fonts-lao fonts-liberation
  fonts-nanum fonts-takao-pgothic fonts-thai-tlwg fonts-tlwg-garuda
  fonts-tlwg-kinnari fonts-tlwg-loma fonts-tlwg-mono fonts-tlwg-norasi
  fonts-tlwg-purisa fonts-tlwg-sawasdee fonts-tlwg-typewriter
  fonts-tlwg-typist fonts-tlwg-typo fonts-tlwg-umpush fonts-tlwg-waree
  fonts-wqy-microhei freerdp-x11 fuse geoip-database gettext-base
  gstreamer0.10-pulseaudio gtk2-engines hicolor-icon-theme inputattach iproute
  iso-codes krb5-locales language-pack-en language-pack-en-base ldm
  libapparmor1 libasn1-8-heimdal libasound2 libasound2-data libasound2-plugins
  libasprintf0c2 libasyncns0 libatk1.0-0 libatk1.0-data libavahi-client3
  libavahi-common-data libavahi-common3 libbind9-90 libcairo2 libcloog-isl4
  libcrypt-passwdmd5-perl libcups2 libcupsfilters1 libcupsimage2 libdatrie1
  libdns100 libdrm-intel1 libdrm-nouveau2 libdrm-radeon1 libedit2 libegl1-mesa
  libegl1-mesa-drivers libelf1 libexif12 libfftw3-single3
  libfile-copy-recursive-perl libflac8 libfontconfig1 libfontenc1
  libfreerdp-plugins-standard libfreerdp1 libfreetype6 libfs6 libfuse2 libgbm1
  libgd3 libgdk-pixbuf2.0-0 libgdk-pixbuf2.0-common libgeoip1 libgl1-mesa-dri
  libgl1-mesa-glx libglamor0 libglapi-mesa libglib2.0-0 libglib2.0-data
  libglu1-mesa libgmp10 libgomp1 libgphoto2-6 libgphoto2-l10n
  libgphoto2-port10 libgraphite2-3 libgssapi-krb5-2 libgssapi3-heimdal
  libgstreamer-plugins-base0.10-0 libgstreamer0.10-0 libgtk2.0-0 libgtk2.0-bin
  libgtk2.0-common libharfbuzz0b libhcrypto4-heimdal libheimbase1-heimdal
  libheimntlm0-heimdal libhx509-5-heimdal libice6 libidn11 libieee1284-3
  libisc95 libisccc90 libisccfg90 libisl10 libjack-jackd2-0 libjasper1
  libjbig0 libjpeg-turbo8 libjpeg8 libk5crypto3 libkeyutils1
  libkrb5-26-heimdal libkrb5-3 libkrb5support0 libldap-2.4-2 libldb1
  libllvm3.4 libltdl7 liblwres90 libmpc3 libmpfr4 libmtdev1 libntdb1 libogg0
  libopenvg1-mesa liborc-0.4-0 libpam-systemd libpango-1.0-0
  libpangocairo-1.0-0 libpangoft2-1.0-0 libpci3 libpciaccess0 libpixman-1-0
  libpolkit-agent-1-0 libpolkit-backend-1-0 libpolkit-gobject-1-0 libpulse0
  libpulsedsp libpython-stdlib libpython2.7 libpython2.7-minimal
  libpython2.7-stdlib libroken18-heimdal libsamplerate0 libsane libsane-common
  libsasl2-2 libsasl2-modules libsasl2-modules-db libsm6 libsmbclient
  libsndfile1 libspeexdsp1 libsystemd-daemon0 libsystemd-login0 libtalloc2
  libtdb1 libtevent0 libthai-data libthai0 libtiff5 libtxc-dxtn-s2tc0
  libusb-1.0-0 libutempter0 libv4l-0 libv4lconvert0 libvorbis0a libvorbisenc2
  libvpx1 libwayland-client0 libwayland-egl1-mesa libwayland-server0
  libwbclient0 libwind0-heimdal libwrap0 libx11-6 libx11-data libx11-xcb1
  libxatracker2 libxau6 libxaw7 libxcb-dri2-0 libxcb-dri3-0 libxcb-glx0
  libxcb-present0 libxcb-render0 libxcb-shape0 libxcb-shm0 libxcb-sync1
  libxcb-util0 libxcb-xfixes0 libxcb1 libxcomposite1 libxcursor1 libxdamage1
  libxdmcp6 libxext6 libxfixes3 libxfont1 libxft2 libxi6 libxinerama1
  libxkbfile1 libxml2 libxmu6 libxmuu1 libxpm4 libxrandr2 libxrender1
  libxshmfence1 libxt6 libxtst6 libxv1 libxvmc1 libxxf86dga1 libxxf86vm1
  linux-sound-base lsof ltsp-client ltsp-client-core ltspfsd ltspfsd-core
  mtools nbd-client numlockx openssh-client openssl pciutils plymouth-label
  plymouth-theme-ubuntu-logo plymouth-theme-ubuntu-text policykit-1 pulseaudio
  pulseaudio-module-x11 pulseaudio-utils python python-crypto python-ldb
  python-minimal python-ntdb python-samba python-serial python-talloc
  python-tdb python2.7 python2.7-minimal rtkit samba-common samba-common-bin
  samba-libs sane-utils sgml-base shared-mime-info smbclient sshfs syslinux
  syslinux-common systemd-services systemd-shim tcpd tftp-hpa
  ttf-indic-fonts-core ttf-punjabi-fonts ttf-ubuntu-font-family
  ttf-wqy-microhei udhcpc update-inetd usbutils wget x11-apps x11-common
  x11-session-utils x11-utils x11-xfs-utils x11-xkb-utils x11-xserver-utils
  xauth xbitmaps xfonts-base xfonts-encodings xfonts-scalable xfonts-utils
  xinit xinput xml-core xorg xorg-docs-core xserver-common xserver-xorg
  xserver-xorg-core xserver-xorg-input-all xserver-xorg-input-evdev
  xserver-xorg-input-mouse xserver-xorg-input-synaptics
  xserver-xorg-input-vmmouse xserver-xorg-input-wacom xserver-xorg-video-all
  xserver-xorg-video-ati xserver-xorg-video-cirrus xserver-xorg-video-fbdev
  xserver-xorg-video-glamoregl xserver-xorg-video-intel
  xserver-xorg-video-mach64 xserver-xorg-video-mga
  xserver-xorg-video-modesetting xserver-xorg-video-neomagic
  xserver-xorg-video-nouveau xserver-xorg-video-openchrome
  xserver-xorg-video-qxl xserver-xorg-video-r128 xserver-xorg-video-radeon
  xserver-xorg-video-s3 xserver-xorg-video-savage
  xserver-xorg-video-siliconmotion xserver-xorg-video-sis
  xserver-xorg-video-sisusb xserver-xorg-video-tdfx xserver-xorg-video-trident
  xserver-xorg-video-vesa xserver-xorg-video-vmware xterm
Die folgenden Pakete werden aktualisiert (Upgrade):
  gcc-4.8-base libplymouth2 libstdc++6 plymouth
4 aktualisiert, 346 neu installiert, 0 zu entfernen und 67 nicht aktualisiert.
Es müssen 102 MB an Archiven heruntergeladen werden.
Nach dieser Operation werden 386 MB Plattenplatz zusätzlich benutzt.
Holen: 1 http://archive.ubuntu.com/ubuntu/ trusty-updates/main gcc-4.8-base i386 4.8.4-2ubuntu1~14.04 [15.9 kB]
Holen: 2 http://archive.ubuntu.com/ubuntu/ trusty-updates/main libstdc++6 i386 4.8.4-2ubuntu1~14.04 [269 kB]
